Hospital_Name,City,State,Specialty,Expected_Budget_INR_Lakhs
24/7 Pediatric & Maternity Emergency Services By Rainbow Children'S Hospital,Visakhapatnam,Andhra Pradesh,Emergency care service,67.22
Synergy Institute Of Gastroenterology (Sig),Visakhapatnam,Andhra Pradesh,Hospital,1075.56
Gims Hospital,Visakhapatnam,Andhra Pradesh,Hospital,778.63
Dr. G.Hanumantha Rao,Visakhapatnam,Andhra Pradesh,Specialized clinic,201.59
Dr Prudhvi Raj Attada,Visakhapatnam,Andhra Pradesh,Cardiologist,147.88
Dr Chandrasekhar Bendi/Best Hematologist In Visakhapatnam/Hemato-Oncologist/Bone Marrow Transplant Physician,Visakhapatnam,Andhra Pradesh,Hospital,1467.89
Skin Studio By Dr.Kathyayani - Best Skin,"girijan bhavan, mvp double rd",Visakhapatnam,+91 98661 57471,299.97
Dr Ramesh Babu Mutiki@ Neurologist (Apollo Out Reach Neuro Clinic),Visakhapatnam,Andhra Pradesh,Neurologist,111.01
Dr. Silpa Kesireddy,Visakhapatnam,Andhra Pradesh,Neurologist,100.89
Dr. Sgn Raghavendran,Visakhapatnam,Andhra Pradesh,Orthopedic surgeon,60.87
Dr Mps Chandra Kalyan Top Surgical Oncologist In Vizag,Visakhapatnam,Andhra Pradesh,Oncologist,121.79
Dr.Jyothsna Nekkala,Visakhapatnam,Andhra Pradesh,Doctor,50.59
Krest Dental,Visakhapatnam,Andhra Pradesh,Dental clinic,26.97
Sri Aryahi Foundation,Visakhapatnam,Andhra Pradesh,Foundation,126.94
Dr. Pradeep Vundavalli- Ent Specialist In Visakhapatnam,Visakhapatnam,Andhra Pradesh,Otolaryngologist,32.59
Dchs,"no-4, 8-45-6, 1st ln",Visakhapatnam,Hospital,704.8
Dr K Vamsi Krishna Endocrinologist,Visakhapatnam,Andhra Pradesh,Endocrinologist,125.98
Caring Hands Neurosciences Institute,Visakhapatnam,Andhra Pradesh,Hospital,1945.74
Sri Venkateswara Residency,Visakhapatnam,Andhra Pradesh,Apartment building,166.47
Geetha'S Neuro Inpatient Rehabilitation Center & Physiotherapy Clinic,Visakhapatnam,Andhra Pradesh,Physical therapy clinic,59.6
Mvp Sector 5,Visakhapatnam,Andhra Pradesh,Hospital,1527.05
Mvp Colony,Visakhapatnam,Andhra Pradesh,Hospital,1123.45
Vizag Vascular Center,Visakhapatnam,Andhra Pradesh,Vascular surgeon,256.77
Reyowel Rehabilitation & Transitional Care,Visakhapatnam,Andhra Pradesh,Rehabilitation center,236.38
Chhatrapati Shivaji Voluntary Blood Centre,Visakhapatnam,Andhra Pradesh,Blood bank,39.92
Dr. B.V.R.N Varma,"q876+cp9 medicover hospitals health city, brts rd",Visakhapatnam,Orthopedic surgeon,36.79
Wellcome Hospitals Pvt Ltd.,"plot 16, health city",Visakhapatnam,Hospital,1641.58
Dr L P Bhaskar Bhuvan | Best Oncologist In Visakhapatnam,Visakhapatnam,Andhra Pradesh,Oncologist,115.94
Dr. Rajni Mukherjee - Best Pediatrician In Health City | Rainbow Children'S Hospital,Visakhapatnam,Andhra Pradesh,Pediatrician,47.49
Hcg Cancer Hospital,"apiic health city chinnagadili, inside pinnacle hospital",Visakhapatnam,+91 96766 29345,175.15
Best Oncologist In Vizag | Dr. B. Ravi Shankar,Visakhapatnam,Andhra Pradesh,Oncologist,83.73
Saisamardh Therapy Centre,Visakhapatnam,Andhra Pradesh,Special education school,153.48
Dr. Vijayakumar Punnapu Md General Medicine,Visakhapatnam,Andhra Pradesh,Doctor,76.83
Nageswara Ayurvedic - Best Ayurvedic Cancer Treatment Hospital In Vizag,Visakhapatnam,Andhra Pradesh,Hospital,1648.88
Suma Super Speciality Dental Hospital,Visakhapatnam,Andhra Pradesh,Dental clinic,91.46
Dr. Maruthi Rao Baki,,,IN,60.57
Sector 7,Visakhapatnam,Andhra Pradesh,Hospital,671.31
Rajesh Dental Clinic(Since 40 Years),Visakhapatnam,Andhra Pradesh,Dental clinic,120.76
Dr. Jyothsna Physiotherapist,Visakhapatnam,Andhra Pradesh,Physical therapist,252.29
Iris International Dental Care | Best Dental Clinic In Vizag,Visakhapatnam,Andhra Pradesh,Dental clinic,67.69
Sps Dental Clinic,Visakhapatnam,Andhra Pradesh,Orthodontist,252.1
Sri Shanthi Ashramam,Visakhapatnam,Andhra Pradesh,Social services organization,41.23
Dr.Sivaji,Visakhapatnam,Andhra Pradesh,Doctor,74.71
Paws N Tails Premium Pet Hospital,Visakhapatnam,Andhra Pradesh,Veterinarian,177.52
Dr Sivababu Dental Clinic | Best Dentist In Vizag | Best Dental Clinic In Vizag,Visakhapatnam,Andhra Pradesh,Dentist,79.28
Polamamba Tiffins (Sekhar Tiffins),Visakhapatnam,Andhra Pradesh,Tiffin center,57.65
The Advanced Dental Care Center,Visakhapatnam,Andhra Pradesh,Dental clinic,127.91
Care&Cure Homoeo Clinic,Visakhapatnam,Andhra Pradesh,Homeopath,31.3
Aqua Information Systems (I) Pvt Ltd,Visakhapatnam,Andhra Pradesh,Software company,110.38
Sattva Dental Clinic,164.0,"lawson's bay colony, d no : 4-62-7a/1, plot no : mig -162, main rd, beside baba bazaar",https://www.sattvadental.in/,299.81
Mvp Sector 12,Visakhapatnam,Andhra Pradesh,Hospital,1174.6
Dr Rakesh Godavarthi Ent Surgeon,Visakhapatnam,Andhra Pradesh,Otolaryngologist,124.12
Dr. M V R Shailaja - Best Obstetrician-Gynecologist In Health City | Birthright By Rainbow Hospitals,Visakhapatnam,Andhra Pradesh,Obstetrician-gynecologist,126.17
Dr Vinay B - Best Neonatologist & Pediatrician In Health City | Rainbow Children'S Hospital,Visakhapatnam,Andhra Pradesh,Pediatrician,63.91
Dr. Ravi Himaja - Best Pediatric Urologist Surgeon In Health City | Rainbow Children'S Hospital,Visakhapatnam,Andhra Pradesh,Pediatric surgeon,298.37
Neonatal Intensive Care Unit (Nicu) - Rainbow Children'S Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1663.45
Dr. N. Narendranath - Consultant Gastroenterologist | Colo Rectal | Bariatric | Liver Transplant Surgeon In Vizag,Visakhapatnam,Andhra Pradesh,Gastroenterologist,61.73
Mvp Sector 7,Visakhapatnam,Andhra Pradesh,Hospital,1716.05
Jo! Skin Revive | Vizag,Visakhapatnam,Andhra Pradesh,Skin care clinic,51.15
Dr. G. Manohar,Visakhapatnam,Andhra Pradesh,Medical clinic,89.61
V. S. P. Gupta Medicals,Visakhapatnam,Andhra Pradesh,Pharmacy,59.75
Near Visakha Eye Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1449.16
Heritage Health Tpa Pvt . Ltd.,Visakhapatnam,Andhra Pradesh,Insurance agency,74.82
Kdpm High School,Visakhapatnam,Andhra Pradesh,Government school,67.59
Kedhar'S Psychological Counselling Center (Online),Visakhapatnam,Andhra Pradesh,Psychologist,85.79
Travles,Visakhapatnam,Andhra Pradesh,Travel agency,85.87
Clin Infotech,Visakhapatnam,Andhra Pradesh,Research institute,46.03
Lakshmi'S Ladies Hostel,Visakhapatnam,Andhra Pradesh,Girls' hostel,124.72
Sector 11,Visakhapatnam,Andhra Pradesh,Hospital,921.63
Near Ushodaya Junction,Visakhapatnam,Andhra Pradesh,Hospital,1308.15
Opposite Rythu Bazar,Visakhapatnam,Andhra Pradesh,Hospital,985.48
Palace Towers,Visakhapatnam,Andhra Pradesh,Apartment building,220.09
Dr.Sravani Gaddipati,,,Psychiatrist,39.59
Ananta Yamini Residency,Visakhapatnam,Andhra Pradesh,Apartment building,102.18
Nauka Nagar,Visakhapatnam,Andhra Pradesh,Hospital,1787.03
Sr Clinic,Visakhapatnam,Andhra Pradesh,Medical clinic,197.53
Kerala Ayurvedam,Visakhapatnam,Andhra Pradesh,Hospital,1518.95
Mgm Sevenhills Hospital,Visakhapatnam,Andhra Pradesh,General hospital,1009.5
King George Hospital,Visakhapatnam,Andhra Pradesh,Government hospital,1455.33
Dr. Vamsidhar Putrevu,29.0,"plot no. 14e, healthcity",http://www.vrindaahospitals.com/,242.14
Elle Sante Visakhapatnam Center,Visakhapatnam,Andhra Pradesh,Obstetrician-gynecologist,139.44
Dr. Chuppana Raga Sudha - Best Obstetrician-Gynecologist In Health City | Birthright By Rainbow Hospitals,Visakhapatnam,Andhra Pradesh,Obstetrician-gynecologist,149.02
Dr D. Sunitha - Best General Physician & Diabetologists In Health City Visakhapatnam.,Visakhapatnam,Andhra Pradesh,Diabetologist,264.1
Dr. Niharika Allu - Best Gynecologist In Health City | Birthright By Rainbow Hospitals,Visakhapatnam,Andhra Pradesh,Gynecologist,36.5
Dr. Shashwat Mohanty - Best Pediatrician In Health City | Rainbow Children'S Hospital,Visakhapatnam,Andhra Pradesh,Pediatrician,106.61
Dr. K.S. Praveen Kumar - Chief Orthopedic And Joint Replacement Surgeon In Vizag,Visakhapatnam,Andhra Pradesh,Orthopedic surgeon,84.93
Dr Anil Kumar Nathi -Orthopaedic,pinnacle hospital health city,Visakhapatnam,+91 90107 83417,222.08
Integris Critical Care Hospitals Pvt Ltd,Visakhapatnam,Andhra Pradesh,Hospital department,253.69
Dr Sandeep Kanugula | Orthopaedic Surgeon,Visakhapatnam,Andhra Pradesh,Orthopedic surgeon,197.52
Sri Kanaka Mahalaxmi Guesthouse & Dormitory,Visakhapatnam,Andhra Pradesh,Hotel,212.58
Dr Gnaneshwar Raj Orthopedic,"m.b hospitals, plot 15-b",Visakhapatnam,Orthopedic surgeon,137.68
Dr. Satyanarayana Reddy | Best Orthopaedic Surgeon In Vizag | Hip & Knee Replacement |,Visakhapatnam,Andhra Pradesh,Orthopedic surgeon,157.03
Dr. Tankala Rajkamal | Best Dermatology Doctor In Arilova | Care Hospitals Arilova Vizag,Visakhapatnam,Andhra Pradesh,Dermatologist,37.84
Dr.K.Sandeep Kumar - Consultant Orthpaedic Surgeon | Joint Replacement Surgeon In Vizag,Visakhapatnam,Andhra Pradesh,Orthopedic surgeon,121.13
Casa Lorven Hotel,Visakhapatnam,Andhra Pradesh,Hotel,152.04
Dr Madhavi Reddy - Obstetrician-Gynecologist Rainbow Children'S Hospital Secunderabad,Visakhapatnam,Andhra Pradesh,Pediatrician,83.36
Pinnacle,Visakhapatnam,Andhra Pradesh,Hospital,1820.19
Apex Hospital Vizag | Best Multispeciality Hospital,Visakhapatnam,Andhra Pradesh,Hospital,639.64
Sri Venkataramana Hospital : Best Hospital In Vizag,Visakhapatnam,Andhra Pradesh,Hospital,1273.42
Lg Hospitals,Visakhapatnam,Andhra Pradesh,Hospital,917.34
A.N.Beach Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1904.5
Sagan Medical Center,Visakhapatnam,Andhra Pradesh,Hospital,1053.61
Sri Siva Naidu Clinic,Visakhapatnam,Andhra Pradesh,Hospital,1925.38
Dr Ramana Kumar 'S Clinic - Best Cardiac Surgeon,Visakhapatnam,Andhra Pradesh,Heart hospital,2972.8
Viswam Superspeciality Hospitals,Visakhapatnam,Andhra Pradesh,Hospital,503.71
Lotus Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1661.2
Rainbow Children'S Clinic & Birthright Clinic - Kailash Metta,"besides fourpoints hotel, 10-28-2/2/1, block 45, kailash metta",Visakhapatnam,+91 80 3783 6553,227.84
Lotus Hospitals For Women And Children | Visakhapatnam,Visakhapatnam,Andhra Pradesh,Maternity hospital,1204.03
Motherly Women & Children Hospital,Visakhapatnam,Andhra Pradesh,Children's hospital,1471.05
Dr. Revanth Reddy | Cardiothoracic Surgeon In Vizag | Care Hospitals Vizag,Visakhapatnam,Andhra Pradesh,Doctor,69.77
Dr. P.V.V.N.M.Kumar | Paediatric Heart Specialist In Visakhapatnam | Care Hospitals Vizag,Visakhapatnam,Andhra Pradesh,Cardiologist,90.9
Dr.V.Chandra Sekharam,"18-1-30, aditya medical complex",Visakhapatnam,+91 89125 68649,47.1
St Joseph'S Home For The Aged,Visakhapatnam,Andhra Pradesh,Hospital,1301.64
Dr. Pydi Venu Madhavi | Top Endocrinologist Doctor In Vizag | Care Hospitals Vizag,Visakhapatnam,Andhra Pradesh,Endocrinologist,48.32
Dr. Sushma Jonnalagadda | Top Gynecologist Doctor In Vizag | Care Hospitals Vizag,Visakhapatnam,Andhra Pradesh,Gynecologist,75.85
Sree Sivani Multispeciality Hospital,Visakhapatnam,Andhra Pradesh,Hospital,817.78
Abc Hospitals,Visakhapatnam,Andhra Pradesh,General hospital,1390.78
Medlife Multi Speciality Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1742.52
Baba Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1006.63
Visakha Multispeciality Clinics & Diagnostics,Visakhapatnam,Andhra Pradesh,Medical Center,310.07
Apex Ions Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1349.21
Santosh Health Care - Vizag. ( Dr Santosh Kumar Nadipalli - Md General Medicine),Visakhapatnam,Andhra Pradesh,Hospital,1228.01
Visakha Medical Centre - Diagnostic Centres In Vizag,Visakhapatnam,Andhra Pradesh,Diagnostic center,129.37
Navodaya Homeo Hospitals Vizag ( ????? ?????? ???????????),Visakhapatnam,Andhra Pradesh,Hospital,1523.83
Dr. P. Raju Naidu | Orthopedic Specialist In Vizag | Care Hospitals Vizag,Visakhapatnam,Andhra Pradesh,Orthopedic surgeon,40.65
Dr Sai Sunil Kishore | Best Children Doctor In Vizag | Neolife Children Clinic,Visakhapatnam,Andhra Pradesh,Children's hospital,789.19
24/7 Pediatric & Maternity Emergency Services By Rainbow Children'S Hospital,Visakhapatnam,Andhra Pradesh,Emergency room,241.65
Dr. P. Chaitanya | Top Ent Specialist In Visakhapatnam | Care Hospitals Vizag,Visakhapatnam,Andhra Pradesh,Otolaryngologist,154.09
Neonatal Intensive Care Unit (Nicu) - Rainbow Children'S Hospital,Visakhapatnam,Andhra Pradesh,Neonatal physician,63.54
Pediatric Intensive Care Unit (Picu) - Rainbow Children'S Hospital,Visakhapatnam,Andhra Pradesh,Emergency room,261.57
Dr. Chodisetti Subba Rao - Best Urologist In Visakhapatnam | Apollo Hospitals,Visakhapatnam,Andhra Pradesh,Urologist,93.4
Dr. Rakesh Dubba | Best Cardiologist In Vizag | Care Hospitals Vizag,Visakhapatnam,Andhra Pradesh,Cardiologist,30.11
Dr Phaniteja Ortho Care,Visakhapatnam,Andhra Pradesh,Orthopedic clinic,288.67
Vizag City Cardiac Care,Visakhapatnam,Andhra Pradesh,Local medical services,84.63
Shraddha Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1532.89
Sagara Durga Hospital,Visakhapatnam,Andhra Pradesh,Hospital,697.87
Manasa Clinic,Visakhapatnam,Andhra Pradesh,Hospital,1475.0
Vizag Haemotology Diagnostic Center,Visakhapatnam,Andhra Pradesh,Hematologist,72.92
Life Medical Centre,Visakhapatnam,Andhra Pradesh,Hospital,1899.09
Citi Hospitals,Visakhapatnam,Andhra Pradesh,Hospital,911.03
Best Physiotherapy In Vizag | R-On Physiotherapy & Rehabilitation Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1481.88
Mediworld,Visakhapatnam,Andhra Pradesh,Medical clinic,72.57
M B Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1057.77
Nature Cure Hospital & Wellness Center,Visakhapatnam,Andhra Pradesh,Wellness center,274.03
Doctors Enclave,Visakhapatnam,Andhra Pradesh,Hospital,748.29
Chaitanya Medical Centre - Best Diagnostic & Laboratory Centre In Vizag,Visakhapatnam,Andhra Pradesh,Diagnostic center,143.05
Lucid Medical Diagnostics,coastal battery rd,Visakhapatnam,+91 91333 99874,112.49
P L Heart Care Centre,Visakhapatnam,Andhra Pradesh,Hospital,1549.16
I.V.Padmavathi Pediatric And Neonatal Care,Visakhapatnam,Andhra Pradesh,Neonatal physician,93.22
Vsahaya Diagnostic Centre,Visakhapatnam,Andhra Pradesh,Diagnostic center,210.43
Dr. Mohan'S Diabetes Specialities Centre - Vizag | Best Diabetes Clinic | Best Diabetologist,Visakhapatnam,Andhra Pradesh,Diabetes center,220.0
Dr. N. Prasanna Kumar - Best Child Psychiatrist In Kailash Metta | Rainbow Children'S Hospital,Visakhapatnam,Andhra Pradesh,Child psychiatrist,30.29
Krishna Urology & Andrology Centre - Best Urologist Centre In Vizag,Visakhapatnam,Andhra Pradesh,Urologist,98.91
Dr Sireesha S Anne,Visakhapatnam,Andhra Pradesh,Orthopedic surgeon,59.19
Dr. M V Kiran Kumar - Best Neurosurgeon In Visakhapatnam | Apollo Hospitals,Visakhapatnam,Andhra Pradesh,Neurosurgeon,91.07
Dhanavantri Sahasrayu Peetam(Vizag),Visakhapatnam,Andhra Pradesh,Ayurvedic clinic,59.2
Dr. Nanda Kishore Panigrahi - Best Cardiologist In Visakhapatnam| Apollo Hospitals,Visakhapatnam,Andhra Pradesh,Cardiologist,31.58
Dr. I. Vani,Visakhapatnam,Andhra Pradesh,Hospital,1543.4
Dr K Seshagiri Children Specialist,Visakhapatnam,Andhra Pradesh,Pediatrician,101.71
Dr Sai Kumar Dunga,58.0,"rheumacare, rd number 1, near moksha resto cafe, opposite to travencore ayurvedic center",http://www.rheumacare.com/,296.8
Vascular Interventions,Visakhapatnam,Andhra Pradesh,Hospital,1133.47
Beside Care Hospital,Visakhapatnam,Andhra Pradesh,Hospital,698.26
A. S. Raja Voluntary Blood Centre,Visakhapatnam,Andhra Pradesh,Blood bank,38.5
Dr. Terapalli Vijay Kumar | Leading Neurosurgeon In Vizag | Care Hospitals Vizag,Visakhapatnam,Andhra Pradesh,Neurosurgeon,133.43
Dr.Avanthi Gadipudi,Visakhapatnam,Andhra Pradesh,Obstetrician-gynecologist,115.0
Sree Krishna Health Care,Visakhapatnam,Andhra Pradesh,Hospital,653.64
Capital Clinics,Visakhapatnam,Andhra Pradesh,Doctor,38.2
Ushodaya Medical Centre,Visakhapatnam,Andhra Pradesh,Medical clinic,179.77
Dr M. V. Venkat,Visakhapatnam,Andhra Pradesh,Orthopedic surgeon,60.17
Shree Satya Ivf Clinic,Visakhapatnam,Andhra Pradesh,Hospital,1660.19
Department Of Neurology,p854+f2x,Visakhapatnam,Hospital,1629.74
Bharat Chest Care,Visakhapatnam,Andhra Pradesh,Pulmonologist,41.64
R.K. Childrens Hospital,Visakhapatnam,Andhra Pradesh,Children's hospital,2486.59
Pr Diagnostic Centre,Visakhapatnam,Andhra Pradesh,Medical diagnostic imaging center,68.57
Reva Spine Centre - Dr. Arun Kumar V (Spine Surgeon),Visakhapatnam,Andhra Pradesh,Hospital,1295.76
Jiya Diagnostics,Visakhapatnam,Andhra Pradesh,Diagnostic center,42.2
Abc Pain Clinic,Visakhapatnam,Andhra Pradesh,Pain control clinic,205.51
Caring Hands Neuro Centre,Visakhapatnam,Andhra Pradesh,Medical clinic,104.82
Doctors Care Medical Centre,Visakhapatnam,Andhra Pradesh,Doctor,75.02
Dr Reddy Total Body Check-Up Centre - Best Diagnostic Centres In Vizag,Visakhapatnam,Andhra Pradesh,Diagnostic center,203.3
Medbiotica Diagnostic Centre,Visakhapatnam,Andhra Pradesh,Medical diagnostic imaging center,70.87
World Medical Book Center,Visakhapatnam,Andhra Pradesh,Medical book store,141.16
Andhra Medical Book Center,Visakhapatnam,Andhra Pradesh,Medical book store,215.37
Simhadri And Sagara Durga Hospital,Visakhapatnam,Andhra Pradesh,Hospital,1789.94
Ravi Chest Clinic,Visakhapatnam,Andhra Pradesh,Pulmonologist,35.84
Laya Diagnostics - Ct,nan,Visakhapatnam,+91 90090 01807,57.13
Dr. Lakshmana Rao D - Neurosurgeon,Visakhapatnam,Andhra Pradesh,Medical clinic,157.92
Dr G Sriharsha Endocrinologist Diabetologist,Visakhapatnam,Andhra Pradesh,Endocrinologist,96.64
Chest Clinic,Visakhapatnam,Andhra Pradesh,Hospital,1076.05
Sri Sampath Medicals,Visakhapatnam,Andhra Pradesh,Pharmacy,77.43
Sri Surya Gastro & Liver Centre,Visakhapatnam,Andhra Pradesh,Medical clinic,83.47
The Smile Super Speciality Dental Clinic,Visakhapatnam,Andhra Pradesh,Dental clinic,38.18
Endocare Diabetes,"1st floor, sainath plaza, kgh down rd",Visakhapatnam,+91 93462 81345,104.78
P J Scans,Visakhapatnam,Andhra Pradesh,Diagnostic center,61.9
Dr S Abbayi,Visakhapatnam,Andhra Pradesh,Doctor,59.81
Life Fertility Clinic | Best Ivf,"rs edifice, 16-1-25, coastal battery rd",Visakhapatnam,+91 96522 52549,192.0
Dr Radha Rani S,Visakhapatnam,Andhra Pradesh,Doctor,64.68
Professo.Dr. Mv Apparao,Visakhapatnam,Andhra Pradesh,Otolaryngologist,240.32
Mohan Medical Shop Zp Branch,Visakhapatnam,Andhra Pradesh,Medical supply store,216.43
Dr P Ashok,Visakhapatnam,Andhra Pradesh,Medical clinic,174.14
The Smile Dental Clinic Dr. Rajesh Kumar Y,Visakhapatnam,Andhra Pradesh,Dental clinic,105.59
Sri Chandana Medicals,Visakhapatnam,Andhra Pradesh,Medical supply store,111.45
Visakha Vaccine Depot,Visakhapatnam,Andhra Pradesh,Pharmaceutical products wholesaler,169.79
Dr Harini Agnes,Visakhapatnam,Andhra Pradesh,Doctor,55.86
Dr. Adari Purnima | Best Diabetes Doctor | Best Diabetologist In Visakhapatnam,"2nd, 10-1-39/1, chakravarthy palace, sampath vinayaka temple rd, beside mvr mall",Visakhapatnam,+91 78258 88672,231.92
Clove Dental Clinic - Asilmetta,"parvathaneni hills, opp. to jos alukkas",Visakhapatnam,+91 40 3824 5759,109.8
Travancore Ayurveda Dasapalla Hills| Best Ayurvedic Panchakarma Treatment Centre | Ayurvedic Pharmacy |Vizag,Visakhapatnam,Andhra Pradesh,Alternative medicine practitioner,44.73
Dr. Prasad G - Best Nephrologist In Visakhapatnam | Apollo Hospitals,Visakhapatnam,Andhra Pradesh,Nephrologist,182.65
|,Visakhapatnam,Andhra Pradesh,Used tire shop,287.76
Dr Sandeep Talari,Visakhapatnam,Andhra Pradesh,Neurosurgeon,163.62
Dr. Botta Srujana - Best Infertility Specialist In Kailash Metta | Birthright Fertility,Visakhapatnam,Andhra Pradesh,Fertility physician,60.44
Dr. Ravikanth Telikicherla,Visakhapatnam,Andhra Pradesh,Cardiologist,114.93
Dr. Sarvabowma Addepalli- Dentist In Visakhapatnam,Visakhapatnam,Andhra Pradesh,Dentist,51.58
Dr. Ashwini Mohan - Best Pediatric Neurologist In Kailash Metta | Rainbow Children'S Hospital,Visakhapatnam,Andhra Pradesh,Pediatric neurologist,172.64
Dr. Anirban Deb,Visakhapatnam,Andhra Pradesh,Pulmonologist,147.21
Dr. Kamesh Konchada,Visakhapatnam,Andhra Pradesh,Neurosurgeon,296.46
Divyam Cosmetic & Plastic Surgery: Dr Anjali Saple,Visakhapatnam,Andhra Pradesh,Cosmetic surgeon,282.16
Ravi Varma Herbal Remedies,Visakhapatnam,Andhra Pradesh,Pharmacy,19.24
S K Clinics And Diagnostics,Visakhapatnam,Andhra Pradesh,Hospital,1791.22
Dr.B Sri Harsha - Best Pediatrician,Visakhapatnam,Andhra Pradesh,Pediatrician,76.84
Sri Kamaraju Clinic,Visakhapatnam,Andhra Pradesh,Hospital,1048.12
Dr. T Sateesh Kumar,Visakhapatnam,Andhra Pradesh,Neurologist,130.86
Vizag Speciality Dental Clinic,Visakhapatnam,Andhra Pradesh,Dental clinic,119.15
Dr. Demudu Babu .B,"Mediplaza, Visakhapatnam",Andhra Pradesh,Neurologist,172.94
Nephroplus Dialysis & Kidney Care Clinic Vizag,Visakhapatnam,Andhra Pradesh,Dialysis center,408.15
Rc Ent Clinic,Visakhapatnam,Andhra Pradesh,Medical clinic,32.84
