title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,url,categoryName,openingTime,closingTime,timingDetails,darshanFee,specialDarshanFee,entryDetails,expectedBudget,mainGod,speciality,dressCode,bestTimeToVisit,prasadamAvailable,festivalsCelebrated,parkingAvailability,photographyAllowed,crowdLevel,nearbyAttractions,googleMapsUrl,verificationStatus
"Appanna Swamy Temple (Sri Venugopala Swamy), Bheemunipatnam",4.5,1120.0,"Bheemunipatnam Beach Road, Bheemunipatnam",Bheemunipatnam,Andhra Pradesh,IN,,,Hindu temple,Tourist attraction,,https://www.google.com/maps/search/?api=1&query=Appanna+Swamy+Temple+Bheemunipatnam,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Sri Venkateswara Swamy (Lord Vishnu),Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Brahmotsavam, Vaikunta Ekadasi, Navaratri",Limited street parking available,Allowed outside; restricted inside sanctum,High on weekends; Very crowded during festivals,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum | Bheemunipatnam local sightseeing",https://www.google.com/maps/search/?api=1&query=Appanna%20Swamy%20Temple%20%28Sri%20Venugopala%20Swamy%29%2C%20Bheemunipatnam%20Bheemunipatnam,Estimated local temple details
"Jalagandeswara Temple, Borra Caves Area, Araku Valley",4.4,760.0,"Borra Guhalu, Anantagiri Mandal, Araku Valley",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,Tourist attraction,,https://www.google.com/maps/search/?api=1&query=Jalagandeswara+Temple+Borra+Caves+Araku+Valley,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Shiva,Popular Shiva temple with regular abhishekam poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Maha Shivaratri, Mondays, Karthika Masam",Available,"Maha Shivaratri, Karthika Masam, Navaratri",Limited street parking available,Allowed outside; restricted inside sanctum,Medium; High during festivals,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Jalagandeswara%20Temple%2C%20Borra%20Caves%20Area%2C%20Araku%20Valley%20Visakhapatnam,Estimated local temple details
"Sri Venkateswara Swamy Temple, Tirumala (Tirupati)",4.9,198500.0,Tirumala Hills,Tirupati,Andhra Pradesh,IN,https://tirumala.org/,+91 877 222 7777,Hindu temple,Tourist attraction,,https://www.google.com/maps/search/?api=1&query=Sri+Venkateswara+Swamy+Temple+Tirumala+Tirupati,Hindu temple,02:30 AM,11:00 PM,02:30 AM - 11:00 PM | Thomala Seva 02:30 AM | Suprabhata Seva 03:00 AM | Multiple darshan slots throughout the day,Free (Sarva Darshan – 4 to 6 hours wait),₹300 Divya Darshan; ₹1500 Srivari Seva; Sevas from ₹500 to ₹10000+,Free darshan; paid special darshans and sevas bookable at tirumala.org; token/TTD-Q online booking available,₹2000 - ₹10000 per person | ₹8000 - ₹30000 for family including travel,Sri Venkateswara Swamy (Lord Vishnu – Balaji),"World's richest and most visited Hindu temple; located at 853m on Seshachalam Hills; receives 80,000–100,000 devotees daily; famous hair donation and Laddu prasadam",Traditional wear mandatory; dhoti/saree; no western wear; extra dhoti available for rental,"Brahmotsavam (Sep–Oct), early morning; avoid festival peaks for shorter queues",Famous Tirupati Laddu; Anna prasadam; multiple annadanam halls,"Brahmotsavam, Vaikunta Ekadasi, Rathasaptami, Navaratri",Large paid parking at Alipiri foothill; shuttle to Tirumala,Strictly prohibited inside temple,Very crowded always; Extremely crowded during Brahmotsavam,"Sri Padmavathi Temple Tiruchanur, Kapila Theertham, Chandragiri Fort, Srikalahasti",https://www.google.com/maps/search/?api=1&query=Sri+Venkateswara+Swamy+Temple+Tirumala+Tirupati,Verified major temple details
"Sri Padmavathi Ammavari Temple, Tiruchanur (Tirupati)",4.8,34210.0,"Tiruchanur Village, Near Tirupati",Tirupati,Andhra Pradesh,IN,https://tirumala.org/,+91 877 222 7777,Hindu temple,Tourist attraction,,https://www.google.com/maps/search/?api=1&query=Sri+Padmavathi+Ammavari+Temple+Tiruchanur+Tirupati,Hindu temple,05:00 AM,09:00 PM,"05:00 AM - 12:00 PM, 04:00 PM - 09:00 PM",Free general darshan,₹100 special darshan; sevas available,Free entry; TTD managed; online booking available,₹500 - ₹2000 per person,Goddess Padmavathi Ammavari (Sri Lakshmi),Divine consort of Lord Venkateswara; TTD-administered temple in Tiruchanur; attracts millions annually; auspicious for weddings and prosperity,Traditional wear preferred; sarees/dhotis,"Fridays, Navaratri, during Tirumala visit",Available – laddu and sweet prasadam,"Padmavathi Brahmotsavam, Navaratri, Varalakshmi Vratam",Large TTD parking available,Restricted inside sanctum,High; Very crowded on Fridays,"Tirumala (8 km), Kapila Theertham (5 km), Srikalahasti (35 km)",https://www.google.com/maps/search/?api=1&query=Sri+Padmavathi+Ammavari+Temple+Tiruchanur+Tirupati,Verified major temple details
"Sri Kanaka Durga Ammavari Temple (Indrakeeladri), Vijayawada",4.8,78400.0,"Indrakeeladri Hill, Krishna Riverfront",Vijayawada,Andhra Pradesh,IN,https://www.kanakadurgamma.org/,+91 866 257 3980,Hindu temple,Tourist attraction,,https://www.google.com/maps/search/?api=1&query=Sri+Kanaka+Durga+Temple+Indrakeeladri+Vijayawada,Hindu temple,04:30 AM,10:30 PM,04:30 AM - 10:30 PM | Suprabhata Seva 04:30 AM | Multiple darshan slots | No afternoon break,Free Sarva Darshan,₹200 special darshan; ₹500 Seegra Darshan; sevas from ₹500,Free entry; paid special darshans available; online seva booking at kanakadurgamma.org,₹500 - ₹2500 per person | ₹2000 - ₹8000 for family,Goddess Kanaka Durga (Sri Durga Devi – Shakti),One of the most powerful and famous Shakti temples in India; situated on Indrakeeladri Hill on banks of Krishna River; draws millions during Navaratri,Traditional wear preferred; sarees/dhotis encouraged,"Navaratri (Oct), Fridays, Dasara","Available – laddu, anna prasadam","Navaratri (grand 9-day festival), Dasara, Diwali, Varalakshmi Vratam",Paid parking near hilltop and base,Restricted inside sanctum,High always; Extremely crowded during Navaratri,"Undavalli Caves (6 km), Prakasam Barrage, Bhavani Island, Victoria Museum",https://www.google.com/maps/search/?api=1&query=Sri+Kanaka+Durga+Temple+Vijayawada,Verified major temple details
"Sri Annavaram Satyanarayana Swamy Temple, Annavaram",4.7,22300.0,"Ratnagiri Hill, Annavaram",East Godavari,Andhra Pradesh,IN,https://www.annavaram.ap.gov.in/,+91 886 422 2209,Hindu temple,Tourist attraction,,https://www.google.com/maps/search/?api=1&query=Sri+Annavaram+Satyanarayana+Swamy+Temple+East+Godavari,Hindu temple,05:00 AM,09:00 PM,"05:00 AM - 01:00 PM, 03:00 PM - 09:00 PM | Special poojas on Sundays",Free general darshan,₹100 special darshan; sevas from ₹50,Free entry; prasadam and accommodation available at temple,₹500 - ₹2000 per person,Sri Satyanarayana Swamy (Lord Vishnu),Famous hilltop Vaishnava temple in East Godavari; Ratnagiri Hill; renowned for 'Satyanarayana Swamy Vrata'; heavily visited on Sundays and Pournami,Traditional wear preferred,"Sundays, Pournami, Karthika Masam",Available – anna prasadam daily,"Brahmotsavam, Karthika Masam, Pournami, Vaikunta Ekadasi",Free parking at foothill; shuttle available,Restricted inside sanctum,High on Sundays; Very crowded on Pournami,"Pithapuram (30 km), Kakinada (50 km), Samarlakota (20 km)",https://www.google.com/maps/search/?api=1&query=Sri+Annavaram+Satyanarayana+Swamy+Temple+Annavaram,Verified major temple details
"Srikurmam Sri Kurmanatha Swamy Temple, Srikakulam",4.6,4180.0,"Srikurmam Village, Srikakulam District",Srikakulam,Andhra Pradesh,IN,,,Hindu temple,Tourist attraction,Historical landmark,https://www.google.com/maps/search/?api=1&query=Srikurmam+Sri+Kurmanatha+Swamy+Temple+Srikakulam,Hindu temple,05:30 AM,08:30 PM,"05:30 AM - 12:00 PM, 04:00 PM - 08:30 PM",Free,₹50 archana; sevas available,Free entry; one of India's very few Kurma (tortoise form of Vishnu) temples,₹300 - ₹1200 per person,Sri Kurmanatha Swamy (Lord Vishnu as Kurma – Tortoise avatar),Extremely rare Kurma avatar Vishnu temple; 11th-century Sri Kurmam temple is one of only 2 Kurma kshetras in India; UNESCO recognised importance,Traditional wear preferred,"Vaikunta Ekadasi, Brahmotsavam, October to February",Available,"Brahmotsavam, Vaikunta Ekadasi, Karthika Masam",Free parking available,Restricted inside sanctum,Medium; High during festivals,"Srikakulam town (12 km), Arasavilli Sun Temple (2 km), Jonna Valasa Beach",https://www.google.com/maps/search/?api=1&query=Srikurmam+Sri+Kurmanatha+Swamy+Temple+Srikakulam,Verified major temple details
"Sri Veerabhadra Swamy Temple, Lepakshi",4.7,5340.0,"Lepakshi Village, Hindupur Taluka",Anantapur,Andhra Pradesh,IN,,,Hindu temple,Tourist attraction,Historical landmark,https://www.google.com/maps/search/?api=1&query=Sri+Veerabhadra+Swamy+Temple+Lepakshi+Anantapur,Hindu temple,06:00 AM,06:30 PM,"06:00 AM - 01:00 PM, 02:00 PM - 06:30 PM",Free (ASI protected monument); ₹15 entry for non-Indians,N/A,ASI-managed monument; nominal entry fee; guides available,₹500 - ₹1500 per person including travel,Sri Veerabhadra Swamy (fierce form of Lord Shiva),"Magnificent 16th-century Vijayanagara-era temple; famous for the hanging pillar (defies gravity), monolithic Nandi (India's largest at 4.5m height), unfinished kalyana mandapa with 70 pillars, and stunning Nagalinga",Comfortable; no specific code but modest attire,October to February; Shivaratri,Available,"Maha Shivaratri, Brahmotsavam, Navaratri",Free parking outside monument,Allowed throughout,Medium; High on weekends,"Penna Ahobilam (50 km), Bangalore (150 km), Hindupur (15 km)",https://www.google.com/maps/search/?api=1&query=Sri+Veerabhadra+Swamy+Temple+Lepakshi+Anantapur,Verified major temple details
"Sri Mukteswara Swamy Temple, Mukhalingam, Srikakulam",4.6,1450.0,"Mukhalingam Village, Srikakulam District",Srikakulam,Andhra Pradesh,IN,,,Hindu temple,Tourist attraction,Historical landmark,https://www.google.com/maps/search/?api=1&query=Sri+Mukteswara+Swamy+Temple+Mukhalingam+Srikakulam,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Shiva,Popular Shiva temple with regular abhishekam poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Maha Shivaratri, Mondays, Karthika Masam",Available,"Maha Shivaratri, Karthika Masam, Navaratri",Limited street parking available,Allowed outside; restricted inside sanctum,High on weekends; Very crowded during festivals,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum | Srikakulam local sightseeing",https://www.google.com/maps/search/?api=1&query=Sri%20Mukteswara%20Swamy%20Temple%2C%20Mukhalingam%2C%20Srikakulam%20Srikakulam,Estimated local temple details
"Sri Kumara Bhimeswara Swamy Temple, Samarlakota",4.5,3420.0,"Samarlakota, East Godavari District",East Godavari,Andhra Pradesh,IN,,,Hindu temple,Tourist attraction,,https://www.google.com/maps/search/?api=1&query=Sri+Kumara+Bhimeswara+Swamy+Temple+Samarlakota+East+Godavari,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Shiva,Popular Shiva temple with regular abhishekam poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Maha Shivaratri, Mondays, Karthika Masam",Available,"Maha Shivaratri, Karthika Masam, Navaratri",Limited street parking available,Allowed outside; restricted inside sanctum,High on weekends; Very crowded during festivals,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum | East Godavari local sightseeing",https://www.google.com/maps/search/?api=1&query=Sri%20Kumara%20Bhimeswara%20Swamy%20Temple%2C%20Samarlakota%20East%20Godavari,Verified major temple details
"Sri Sahasrakshi Devi Temple, Suryalanka, Bapatla",4.4,1870.0,"Suryalanka Beach Road, Bapatla",Bapatla,Andhra Pradesh,IN,,,Hindu temple,Tourist attraction,,https://www.google.com/maps/search/?api=1&query=Sri+Sahasrakshi+Devi+Temple+Suryalanka+Bapatla,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Goddess (Ammavari Devi),Local temple serving the community with daily poojas,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Early morning, Fridays, during major festivals",Available,"Major Hindu festivals, Temple anniversary",Limited street parking available,Allowed outside; restricted inside sanctum,High on weekends; Very crowded during festivals,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum | Bapatla local sightseeing",https://www.google.com/maps/search/?api=1&query=Sri%20Sahasrakshi%20Devi%20Temple%2C%20Suryalanka%2C%20Bapatla%20Bapatla,Estimated local temple details
"Varaha Lakshmi Narasimha Swamy Temple, Singarayakonda",4.6,2760.0,"Singarayakonda, Prakasam District",Prakasam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Varaha+Lakshmi+Narasimha+Swamy+Temple+Singarayakonda+Prakasam,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Sri Varaha Lakshmi Narasimha Swamy,Auspicious Lakshmi temple for prosperity and wealth blessings,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Fridays, Varalakshmi Vratam, Navaratri",Available,"Varalakshmi Vratam, Navaratri, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,High on weekends; Very crowded during festivals,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum | Prakasam local sightseeing",https://www.google.com/maps/search/?api=1&query=Varaha%20Lakshmi%20Narasimha%20Swamy%20Temple%2C%20Singarayakonda%20Prakasam,Verified major temple details
"Sri Swayambhu Vinayaka Swamy Temple, Chodavaram",4.5,2100.0,"Chodavaram, Visakhapatnam District",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,,,https://www.google.com/maps/search/?api=1&query=Sri+Swayambhu+Vinayaka+Swamy+Temple+Chodavaram+Visakhapatnam,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Afternoon break 12 PM – 4 PM",Free,₹50 archana; special poojas vary,Free temple entry,₹100 - ₹500 per person | ₹500 - ₹2000 during festivals,Lord Ganesha (Vinayaka),Popular Ganesh temple; especially crowded on Vinayaka Chaturthi,Traditional wear preferred; modest clothing required; footwear not allowed inside,"Tuesdays, Vinayaka Chaturthi, early morning",Available,"Vinayaka Chaturthi, Sankashti Chaturthi, Diwali",Limited street parking available,Allowed outside; restricted inside sanctum,High on weekends; Very crowded during festivals,"Visakhapatnam city sightseeing, RK Beach, Kailasagiri, Submarine Museum",https://www.google.com/maps/search/?api=1&query=Sri%20Swayambhu%20Vinayaka%20Swamy%20Temple%2C%20Chodavaram%20Visakhapatnam,Verified major temple details
Appikonda Someswara Swamy Temple,4.5,1840.0,"Appikonda Village, Bheemunipatnam Mandal",Visakhapatnam,Andhra Pradesh,IN,https://vizagtourism.org.in/appikonda-temple-vizag,+91 891 278 1234,Hindu temple,Tourist attraction,,https://www.google.com/maps/search/?api=1&query=Appikonda+Someswara+Swamy+Temple+Visakhapatnam,Hindu temple,06:00 AM,08:00 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:00 PM | Special poojas on Mondays",Free,₹50 archana; Rudrabhishekam on donation,Free entry; accessible by road from Bheemunipatnam,₹300 - ₹1000 per person including travel,Lord Someswara (Lord Shiva),Ancient hilltop Shiva temple at Appikonda village near Bheemunipatnam coast; scenic location with sea views; popular pilgrimage for Vizag devotees,Traditional wear preferred; no footwear inside,"Maha Shivaratri, Mondays, Karthika Masam, October to February",Available,"Maha Shivaratri, Karthika Masam, Navaratri, Brahmotsavam",Free parking at hillbase,Allowed outside; restricted inside sanctum,Medium; High during Maha Shivaratri,"Bheemunipatnam Beach (5 km), Thotlakonda Buddhist Site (8 km), Rushikonda Beach (20 km)",https://www.google.com/maps/search/?api=1&query=Appikonda+Someswara+Swamy+Temple+Visakhapatnam,Estimated local temple details
"Sri Padmanabha Swamy Temple, Padmanabham",4.4,1250.0,"Padmanabham Village, Visakhapatnam District",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,Tourist attraction,,https://www.google.com/maps/search/?api=1&query=Sri+Padmanabha+Swamy+Temple+Padmanabham+Visakhapatnam,Hindu temple,06:00 AM,08:00 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:00 PM",Free,₹50 archana,Free temple entry,₹300 - ₹1000 per person including travel,Sri Padmanabha Swamy (Lord Vishnu – reclining form),Ancient Vaishnava temple in Padmanabham village; important pilgrimage spot in Visakhapatnam district; dedicated to the reclining form of Lord Vishnu,Traditional wear preferred; no footwear inside,"Vaikunta Ekadasi, Brahmotsavam, October to February",Available,"Brahmotsavam, Vaikunta Ekadasi, Rama Navami",Limited parking available,Restricted inside sanctum,Medium; High during festivals,"Araku Valley (50 km), Simhachalam (30 km), Visakhapatnam city",https://www.google.com/maps/search/?api=1&query=Sri+Padmanabha+Swamy+Temple+Padmanabham+Visakhapatnam,Estimated local temple details
"Sri Ashta Lakshmi Temple, Visakhapatnam",4.5,2100.0,"Near Daspalla Hills, Siripuram",Visakhapatnam,Andhra Pradesh,IN,,,Hindu temple,Tourist attraction,,https://www.google.com/maps/search/?api=1&query=Sri+Ashta+Lakshmi+Temple+Visakhapatnam,Hindu temple,06:00 AM,08:30 PM,"06:00 AM - 12:00 PM, 04:00 PM - 08:30 PM | Special abhishekam on Fridays",Free,₹50 archana; Varalakshmi pooja on request,Free entry; especially popular during Fridays and Varalakshmi Vratam,₹100 - ₹500 per person | ₹500 - ₹2000 during Varalakshmi Vratam,Goddess Ashta Lakshmi (Eight forms of Goddess Lakshmi),"Temple dedicated to all eight forms of Goddess Lakshmi; popular on Fridays; auspicious for prosperity, wealth and good fortune",Traditional wear preferred; sarees encouraged for women,"Fridays, Varalakshmi Vratam, Navaratri, Diwali",Available – sweet prasadam on Fridays,"Varalakshmi Vratam, Navaratri, Diwali, Lakshmi Panchami",Limited street parking,Allowed outside; restricted inside sanctum,High on Fridays; Medium otherwise,"ISKCON Temple (1 km), Rushikonda Beach (3 km), Kailasagiri (5 km)",https://www.google.com/maps/search/?api=1&query=Sri+Ashta+Lakshmi+Temple+Visakhapatnam,Estimated local temple details
