trip_id,source_area,cafe_name,cafe_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,description
TRP04179,NAD Junction,Creams & Cafe,Jagadamba,4.6,15-20 mins,â‚¹45,â‚¹60,â‚¹85,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from NAD Junction to Creams & Cafe in Jagadamba. Road distance approx 4.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04180,Seethammadhara,Creams & Cafe,Jagadamba,5.7,19-24 mins,â‚¹55,â‚¹75,â‚¹100,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Seethammadhara to Creams & Cafe in Jagadamba. Road distance approx 5.7 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04181,Jagadamba,Creams & Cafe,Jagadamba,1.5,8-13 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Jagadamba to Creams & Cafe in Jagadamba. Road distance approx 1.5 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04182,Asilmetta,Creams & Cafe,Jagadamba,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Asilmetta to Creams & Cafe in Jagadamba. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04183,Railway Station,Creams & Cafe,Jagadamba,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Railway Station to Creams & Cafe in Jagadamba. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04184,RTC Complex,Creams & Cafe,Jagadamba,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from RTC Complex to Creams & Cafe in Jagadamba. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04185,Airport,Creams & Cafe,Jagadamba,11.2,37-42 mins,â‚¹100,â‚¹140,â‚¹180,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Airport to Creams & Cafe in Jagadamba. Road distance approx 11.2 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04186,Pendurthi,Creams & Cafe,Jagadamba,16.6,55-60 mins,â‚¹140,â‚¹205,â‚¹255,Moderate-High,Cab,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Pendurthi to Creams & Cafe in Jagadamba. Road distance approx 16.6 km with moderate-high traffic. Cab recommended for this route in Visakhapatnam.
TRP04187,Gopalapatnam,Creams & Cafe,Jagadamba,9.6,32-37 mins,â‚¹85,â‚¹120,â‚¹155,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Gopalapatnam to Creams & Cafe in Jagadamba. Road distance approx 9.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04188,Kurmannapalem,Creams & Cafe,Jagadamba,6.5,22-27 mins,â‚¹60,â‚¹85,â‚¹115,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Kurmannapalem to Creams & Cafe in Jagadamba. Road distance approx 6.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04189,Auto Nagar,Creams & Cafe,Jagadamba,7.5,25-30 mins,â‚¹70,â‚¹95,â‚¹125,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Auto Nagar to Creams & Cafe in Jagadamba. Road distance approx 7.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04190,Steel Plant,Creams & Cafe,Jagadamba,9.6,32-37 mins,â‚¹85,â‚¹120,â‚¹155,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Steel Plant to Creams & Cafe in Jagadamba. Road distance approx 9.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04191,Scindia,Creams & Cafe,Jagadamba,6.2,21-26 mins,â‚¹60,â‚¹80,â‚¹110,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Scindia to Creams & Cafe in Jagadamba. Road distance approx 6.2 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04192,One Town,Creams & Cafe,Jagadamba,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from One Town to Creams & Cafe in Jagadamba. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04193,Poorna Market,Creams & Cafe,Jagadamba,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Poorna Market to Creams & Cafe in Jagadamba. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04194,RK Beach,Creams & Cafe,Jagadamba,5.9,25-30 mins,â‚¹55,â‚¹75,â‚¹105,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from RK Beach to Creams & Cafe in Jagadamba. Road distance approx 5.9 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04195,Rushikonda,Creams & Cafe,Jagadamba,17.2,57-62 mins,â‚¹145,â‚¹210,â‚¹265,Moderate-High,Cab,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Rushikonda to Creams & Cafe in Jagadamba. Road distance approx 17.2 km with moderate-high traffic. Cab recommended for this route in Visakhapatnam.
TRP04196,Lawson's Bay,Creams & Cafe,Jagadamba,9.3,31-36 mins,â‚¹85,â‚¹120,â‚¹150,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Lawson's Bay to Creams & Cafe in Jagadamba. Road distance approx 9.3 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04197,Hanumanthuwaka,Creams & Cafe,Jagadamba,5,17-22 mins,â‚¹50,â‚¹65,â‚¹90,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Hanumanthuwaka to Creams & Cafe in Jagadamba. Road distance approx 5.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04198,Arilova,Creams & Cafe,Jagadamba,5.2,17-22 mins,â‚¹50,â‚¹70,â‚¹95,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Arilova to Creams & Cafe in Jagadamba. Road distance approx 5.2 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04199,Beach Road,Creams & Cafe,Jagadamba,7.2,31-36 mins,â‚¹65,â‚¹90,â‚¹125,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Beach Road to Creams & Cafe in Jagadamba. Road distance approx 7.2 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04200,Kailasagiri,Creams & Cafe,Jagadamba,12.1,40-45 mins,â‚¹105,â‚¹150,â‚¹190,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Reddy Hospital Road, Rama Talkies",Travel from Kailasagiri to Creams & Cafe in Jagadamba. Road distance approx 12.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04201,Gajuwaka,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,17.2,57-62 mins,â‚¹145,â‚¹210,â‚¹265,Moderate-High,Cab,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Gajuwaka to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 17.2 km with moderate-high traffic. Cab recommended for this route in Visakhapatnam.
TRP04202,Kommadi,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,11.3,38-43 mins,â‚¹100,â‚¹140,â‚¹180,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Kommadi to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 11.3 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04203,Madhurawada,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,9.4,31-36 mins,â‚¹85,â‚¹120,â‚¹155,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Madhurawada to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 9.4 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04204,PM Palem,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,5.9,20-25 mins,â‚¹55,â‚¹75,â‚¹105,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from PM Palem to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 5.9 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04205,MVP Colony,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,2.9,10-15 mins,â‚¹30,â‚¹40,â‚¹65,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from MVP Colony to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 2.9 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04206,Siripuram,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,2.2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Siripuram to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 2.2 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04207,Dwaraka Nagar,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,1.5,8-13 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Dwaraka Nagar to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 1.5 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04208,Maddilapalem,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,2.8,9-14 mins,â‚¹30,â‚¹40,â‚¹60,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Maddilapalem to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 2.8 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04209,NAD Junction,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,8.4,28-33 mins,â‚¹75,â‚¹105,â‚¹140,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from NAD Junction to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 8.4 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04210,Seethammadhara,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,2.6,9-14 mins,â‚¹30,â‚¹35,â‚¹60,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Seethammadhara to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 2.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04211,Jagadamba,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,4.7,20-25 mins,â‚¹45,â‚¹60,â‚¹90,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Jagadamba to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 4.7 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04212,Asilmetta,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,3.9,17-22 mins,â‚¹40,â‚¹55,â‚¹75,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Asilmetta to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 3.9 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04213,Railway Station,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,5.4,23-28 mins,â‚¹50,â‚¹70,â‚¹100,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Railway Station to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 5.4 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04214,RTC Complex,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,6.3,27-32 mins,â‚¹60,â‚¹80,â‚¹110,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from RTC Complex to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 6.3 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04215,Airport,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,15.1,50-55 mins,â‚¹130,â‚¹185,â‚¹235,Moderate-High,Cab,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Airport to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 15.1 km with moderate-high traffic. Cab recommended for this route in Visakhapatnam.
TRP04216,Pendurthi,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,17.2,57-62 mins,â‚¹145,â‚¹210,â‚¹265,Moderate-High,Cab,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Pendurthi to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 17.2 km with moderate-high traffic. Cab recommended for this route in Visakhapatnam.
TRP04217,Gopalapatnam,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,9.9,33-38 mins,â‚¹90,â‚¹125,â‚¹160,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Gopalapatnam to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 9.9 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04218,Kurmannapalem,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,10.6,35-40 mins,â‚¹95,â‚¹135,â‚¹170,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Kurmannapalem to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 10.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04219,Auto Nagar,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,12.1,40-45 mins,â‚¹105,â‚¹150,â‚¹190,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Auto Nagar to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 12.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04220,Steel Plant,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,14.1,47-52 mins,â‚¹120,â‚¹175,â‚¹220,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Steel Plant to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 14.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04221,Scindia,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,2.6,9-14 mins,â‚¹30,â‚¹35,â‚¹60,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Scindia to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 2.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04222,One Town,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,4.3,18-23 mins,â‚¹45,â‚¹60,â‚¹80,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from One Town to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 4.3 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04223,Poorna Market,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,4.7,20-25 mins,â‚¹45,â‚¹60,â‚¹90,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Poorna Market to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 4.7 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04224,RK Beach,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from RK Beach to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04225,Rushikonda,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,12.6,42-47 mins,â‚¹110,â‚¹155,â‚¹200,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Rushikonda to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 12.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04226,Lawson's Bay,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,4.6,15-20 mins,â‚¹45,â‚¹60,â‚¹85,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Lawson's Bay to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 4.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04227,Hanumanthuwaka,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,9,30-35 mins,â‚¹80,â‚¹115,â‚¹150,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Hanumanthuwaka to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 9.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04228,Arilova,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,9.3,31-36 mins,â‚¹85,â‚¹120,â‚¹150,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Arilova to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 9.3 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP04229,Beach Road,TEA DOT COM & FOOD ZONE,Dwaraka Nagar,2.6,11-16 mins,â‚¹30,â‚¹35,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Dwaraka Nagar,Travel from Beach Road to TEA DOT COM & FOOD ZONE in Dwaraka Nagar. Road distance approx 2.6 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
