trip_id,source_area,hospital_name,hospital_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,emergency_fastest_option,description
2441,Beach Road,King George Hospital,One Town,5.6,13-21 min,Rs 88,Rs 112,Rs 122,Moderate,Rapido Bike (good balance of speed and cost),23-38 min,8-21 min,"Near Jagadamba Centre, One Town",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to King George Hospital in One Town, Visakhapatnam. Distance approx 5.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2442,Beach Road,MGM SevenHills Hospital,Rockdale Layout,0.7,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Near Rushikonda, Beach Road Side",Rapido Bike (fastest in traffic),"Travel from Beach Road to MGM SevenHills Hospital in Rockdale Layout, Visakhapatnam. Distance approx 0.7 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2443,Beach Road,Queen's NRI Hospital,Seethammadhara,1.8,7-12 min,Rs 35,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Near Seethammadhara Jn, Opp Big Bazaar",Rapido Bike (fastest in traffic),"Travel from Beach Road to Queen's NRI Hospital in Seethammadhara, Visakhapatnam. Distance approx 1.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2444,Beach Road,Omni Hospitals Visakhapatnam,Waltair,1.6,7-12 min,Rs 32,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Waltair Main Road, Near Andhra University Gate",Rapido Bike (fastest in traffic),"Travel from Beach Road to Omni Hospitals Visakhapatnam in Waltair, Visakhapatnam. Distance approx 1.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2445,Beach Road,Sunrise Hospitals,NAD Junction,7.4,17-25 min,Rs 113,Rs 148,Rs 146,Moderate,Rapido Bike (good balance of speed and cost),27-42 min,12-25 min,"NAD Junction, Near Steel Plant Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to Sunrise Hospitals in NAD Junction, Visakhapatnam. Distance approx 7.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2446,Beach Road,CARE Hospitals Visakhapatnam,Arilova,6.2,14-22 min,Rs 96,Rs 124,Rs 130,Moderate,Rapido Bike (good balance of speed and cost),24-39 min,9-22 min,"Arilova Main Road, Near Visakha Steel Plant",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to CARE Hospitals Visakhapatnam in Arilova, Visakhapatnam. Distance approx 6.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2447,Beach Road,Lotus Hospitals Women & Children,Siripuram,2.7,7-12 min,Rs 47,Rs 54,Rs 85,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Siripuram Junction, Near CBM Compound",Rapido Bike (fastest in traffic),"Travel from Beach Road to Lotus Hospitals Women & Children in Siripuram, Visakhapatnam. Distance approx 2.7 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2448,Beach Road,Giggles by Omni Hospitals,Siripuram,2.9,7-12 min,Rs 50,Rs 58,Rs 87,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,Near Siripuram Flyover,Rapido Bike (fastest in traffic),"Travel from Beach Road to Giggles by Omni Hospitals in Siripuram, Visakhapatnam. Distance approx 2.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2449,Beach Road,Rise Hospital,Gajuwaka,13.7,32-44 min,Rs 201,Rs 274,Rs 228,Moderate to High,Rapido Bike or Auto (cost effective),42-57 min,27-44 min,"Gajuwaka Junction, Near RTO Office",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to Rise Hospital in Gajuwaka, Visakhapatnam. Distance approx 13.7 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2450,Beach Road,Tirumala Vijaya Hospital,MVP Colony,2.5,7-12 min,Rs 45,Rs 50,Rs 82,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"MVP Colony Sector 7, Near Big Bazaar MVP",Rapido Bike (fastest in traffic),"Travel from Beach Road to Tirumala Vijaya Hospital in MVP Colony, Visakhapatnam. Distance approx 2.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2451,Beach Road,Vedanta Women & Children Hospital,Dwaraka Nagar,2.6,7-12 min,Rs 46,Rs 52,Rs 83,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Dwaraka Nagar 5th Division, Near CB Rao School",Rapido Bike (fastest in traffic),"Travel from Beach Road to Vedanta Women & Children Hospital in Dwaraka Nagar, Visakhapatnam. Distance approx 2.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2452,Beach Road,Maxivision Eye Hospitals,Siripuram,2.6,7-12 min,Rs 46,Rs 52,Rs 83,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Siripuram, Near Andhra Bank Main Branch",Rapido Bike (fastest in traffic),"Travel from Beach Road to Maxivision Eye Hospitals in Siripuram, Visakhapatnam. Distance approx 2.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2453,Beach Road,Sankar Foundation Eye Hospital,Peda Waltair,0.7,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Peda Waltair, Near Andhra University",Rapido Bike (fastest in traffic),"Travel from Beach Road to Sankar Foundation Eye Hospital in Peda Waltair, Visakhapatnam. Distance approx 0.7 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2454,Beach Road,Motherly Women & Children Hospital,Kommadi,6.6,15-23 min,Rs 102,Rs 132,Rs 135,Moderate,Rapido Bike (good balance of speed and cost),25-40 min,10-23 min,"Kommadi Road, Near Madhurawada",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to Motherly Women & Children Hospital in Kommadi, Visakhapatnam. Distance approx 6.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2455,Beach Road,Satyadev Multispeciality Hospital,Madhurawada,7.4,17-25 min,Rs 113,Rs 148,Rs 146,Moderate,Rapido Bike (good balance of speed and cost),27-42 min,12-25 min,"Madhurawada Main Road, Near Kommadi Junction",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to Satyadev Multispeciality Hospital in Madhurawada, Visakhapatnam. Distance approx 7.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2456,Beach Road,Shiva Shakthi Hospital Madhurawada,Madhurawada,6.9,16-24 min,Rs 106,Rs 138,Rs 139,Moderate,Rapido Bike (good balance of speed and cost),26-41 min,11-24 min,"Madhurawada, Near Infosys Campus",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to Shiva Shakthi Hospital Madhurawada in Madhurawada, Visakhapatnam. Distance approx 6.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2457,Beach Road,Sunrise Women & Children Madhurawada,Madhurawada,6.8,16-24 min,Rs 105,Rs 136,Rs 138,Moderate,Rapido Bike (good balance of speed and cost),26-41 min,11-24 min,"Madhurawada Main Road, Near Apollo Pharmacy",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to Sunrise Women & Children Madhurawada in Madhurawada, Visakhapatnam. Distance approx 6.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2458,Beach Road,Usha Prime Multispeciality Hospital,Madhavadhara,6.1,14-22 min,Rs 95,Rs 122,Rs 129,Moderate,Rapido Bike (good balance of speed and cost),24-39 min,9-22 min,"Madhavadhara Road, Near Auto Nagar",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to Usha Prime Multispeciality Hospital in Madhavadhara, Visakhapatnam. Distance approx 6.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2459,Beach Road,Asian Institute Nephrology Urology,Siripuram,2.7,7-12 min,Rs 47,Rs 54,Rs 85,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Siripuram, Opposite Kalyan Jewellers",Rapido Bike (fastest in traffic),"Travel from Beach Road to Asian Institute Nephrology Urology in Siripuram, Visakhapatnam. Distance approx 2.7 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2460,Beach Road,GITAM Hospital,Rushikonda,5.8,13-21 min,Rs 91,Rs 116,Rs 125,Moderate,Rapido Bike (good balance of speed and cost),23-38 min,8-21 min,"GITAM Campus, Rushikonda",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to GITAM Hospital in Rushikonda, Visakhapatnam. Distance approx 5.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2461,Beach Road,Anil Neerukonda Hospital,Bheemunipatnam,21.0,50-70 min,Rs 304,Rs 420,Rs 323,High,Rapido Bike or Auto (cost effective),60-75 min,45-70 min,"Tagurapuvalasa, Bheemunipatnam Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to Anil Neerukonda Hospital in Bheemunipatnam, Visakhapatnam. Distance approx 21.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2462,Beach Road,NRI Institute of Medical Sciences,Bheemunipatnam,21.0,50-70 min,Rs 304,Rs 420,Rs 323,High,Rapido Bike or Auto (cost effective),60-75 min,45-70 min,"Sangivalasa, Bheemunipatnam Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to NRI Institute of Medical Sciences in Bheemunipatnam, Visakhapatnam. Distance approx 21.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2463,Beach Road,HCG Cancer Hospital Visakhapatnam,Dwaraka Nagar,2.6,7-12 min,Rs 46,Rs 52,Rs 83,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Chinnagadili, Dwaraka Nagar",Rapido Bike (fastest in traffic),"Travel from Beach Road to HCG Cancer Hospital Visakhapatnam in Dwaraka Nagar, Visakhapatnam. Distance approx 2.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2464,Beach Road,Homi Bhabha Cancer Hospital,Aganampudi,11.3,27-39 min,Rs 168,Rs 226,Rs 196,Moderate to High,Rapido Bike or Auto (cost effective),37-52 min,22-39 min,"Near Aganampudi, Steel Plant Area",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to Homi Bhabha Cancer Hospital in Aganampudi, Visakhapatnam. Distance approx 11.3 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2465,Beach Road,Behara Hospital,Siripuram,2.8,7-12 min,Rs 49,Rs 56,Rs 86,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Siripuram, Near Income Tax Office",Rapido Bike (fastest in traffic),"Travel from Beach Road to Behara Hospital in Siripuram, Visakhapatnam. Distance approx 2.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2466,Beach Road,Andhra Hospitals Visakhapatnam,Dwaraka Nagar,2.7,7-12 min,Rs 47,Rs 54,Rs 85,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,Dwaraka Nagar 1st Lane,Rapido Bike (fastest in traffic),"Travel from Beach Road to Andhra Hospitals Visakhapatnam in Dwaraka Nagar, Visakhapatnam. Distance approx 2.7 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2467,Beach Road,Medicover Women & Child Hospital,MVP Colony,2.5,7-12 min,Rs 45,Rs 50,Rs 82,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"MVP Colony, Near Sector 5",Rapido Bike (fastest in traffic),"Travel from Beach Road to Medicover Women & Child Hospital in MVP Colony, Visakhapatnam. Distance approx 2.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2468,Beach Road,Omega Cancer Hospital,Waltair Main Road,1.1,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Near Waltair Main Road, Opp YMCA",Rapido Bike (fastest in traffic),"Travel from Beach Road to Omega Cancer Hospital in Waltair Main Road, Visakhapatnam. Distance approx 1.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2469,Beach Road,RK Hospital Gajuwaka,Gajuwaka,13.6,32-44 min,Rs 200,Rs 272,Rs 226,Moderate to High,Rapido Bike or Auto (cost effective),42-57 min,27-44 min,"Gajuwaka BC Road, Near Post Office",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to RK Hospital Gajuwaka in Gajuwaka, Visakhapatnam. Distance approx 13.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2470,Beach Road,Kala Hospital Vizag,Madhavadhara,6.2,14-22 min,Rs 96,Rs 124,Rs 130,Moderate,Rapido Bike (good balance of speed and cost),24-39 min,9-22 min,47-1-104 Dwaraka Nagar Area,Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to Kala Hospital Vizag in Madhavadhara, Visakhapatnam. Distance approx 6.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2471,Beach Road,NAD Hospital Gopalapatnam,NAD Junction,7.4,17-25 min,Rs 113,Rs 148,Rs 146,Moderate,Rapido Bike (good balance of speed and cost),27-42 min,12-25 min,"NAD Junction, Gopalapatnam Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to NAD Hospital Gopalapatnam in NAD Junction, Visakhapatnam. Distance approx 7.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2472,Beach Road,Pavan Sai Hospital,PM Palem,8.9,21-33 min,Rs 134,Rs 178,Rs 165,Moderate to High,Rapido Bike or Auto (cost effective),31-46 min,16-33 min,"PM Palem, Near Bheemunipatnam Road",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to Pavan Sai Hospital in PM Palem, Visakhapatnam. Distance approx 8.9 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2473,Beach Road,Keerthana Hospital,Gopalapatnam,6.6,15-23 min,Rs 102,Rs 132,Rs 135,Moderate,Rapido Bike (good balance of speed and cost),25-40 min,10-23 min,"Gopalapatnam Main Road, Near BSNL",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to Keerthana Hospital in Gopalapatnam, Visakhapatnam. Distance approx 6.6 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2474,Beach Road,Tirumala Jyoti Hospital,Pendurthi,18.2,43-63 min,Rs 264,Rs 364,Rs 286,High,Rapido Bike or Auto (cost effective),53-68 min,38-63 min,"Pendurthi Main Road, Near Bus Stand",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to Tirumala Jyoti Hospital in Pendurthi, Visakhapatnam. Distance approx 18.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2475,Beach Road,Lakshmi Hospital Pendurthi,Pendurthi,18.2,43-63 min,Rs 264,Rs 364,Rs 286,High,Rapido Bike or Auto (cost effective),53-68 min,38-63 min,"Pendurthi, Near Police Station",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to Lakshmi Hospital Pendurthi in Pendurthi, Visakhapatnam. Distance approx 18.2 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2476,Beach Road,Govt ENT Hospital Vizag,One Town,5.4,12-20 min,Rs 85,Rs 108,Rs 120,Moderate,Rapido Bike (good balance of speed and cost),22-37 min,7-20 min,"Near King George Hospital, One Town",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to Govt ENT Hospital Vizag in One Town, Visakhapatnam. Distance approx 5.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2477,Beach Road,Visakha Eye Hospital,Peda Waltair,0.8,7-12 min,Rs 30,Rs 40,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Waltair Main Road, Peda Waltair",Rapido Bike (fastest in traffic),"Travel from Beach Road to Visakha Eye Hospital in Peda Waltair, Visakhapatnam. Distance approx 0.8 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2478,Beach Road,Dr Benerje's Medikon Hospital,MVP Colony,2.5,7-12 min,Rs 45,Rs 50,Rs 82,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,MVP Colony Sector 7,Rapido Bike (fastest in traffic),"Travel from Beach Road to Dr Benerje's Medikon Hospital in MVP Colony, Visakhapatnam. Distance approx 2.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2479,Beach Road,ECHS Polyclinic Visakhapatnam,Mulagada,9.0,21-33 min,Rs 136,Rs 180,Rs 167,Moderate to High,Rapido Bike or Auto (cost effective),31-46 min,16-33 min,"Mulagada, Near Steel Plant Area",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to ECHS Polyclinic Visakhapatnam in Mulagada, Visakhapatnam. Distance approx 9.0 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2480,Beach Road,Sanjivani Hospital,NAD Junction,7.5,18-26 min,Rs 115,Rs 150,Rs 147,Moderate,Rapido Bike (good balance of speed and cost),28-43 min,13-26 min,"NAD Junction, Near Gopalapatnam",Rapido Bike or Cab (quickest door-to-door),"Travel from Beach Road to Sanjivani Hospital in NAD Junction, Visakhapatnam. Distance approx 7.5 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2481,Beach Road,GJ Hospitals & Trauma Centre,Maddilapalem,2.1,7-12 min,Rs 39,Rs 42,Rs 80,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"Maddilapalem, Near Railway Quarters",Rapido Bike (fastest in traffic),"Travel from Beach Road to GJ Hospitals & Trauma Centre in Maddilapalem, Visakhapatnam. Distance approx 2.1 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2482,Beach Road,A Plus Hospitals,MVP Colony,2.4,7-12 min,Rs 43,Rs 48,Rs 81,Low,"Rapido Bike (fastest, cheapest for short distance)",17-32 min,5-12 min,"MVP Colony, Near Sector 9 Junction",Rapido Bike (fastest in traffic),"Travel from Beach Road to A Plus Hospitals in MVP Colony, Visakhapatnam. Distance approx 2.4 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
2483,Beach Road,Amma Hospital,Srinagar,3.7,8-13 min,Rs 61,Rs 74,Rs 98,Low,Rapido Bike (good balance of speed and cost),18-33 min,5-13 min,Near RTC Complex Area,Rapido Bike (fastest in traffic),"Travel from Beach Road to Amma Hospital in Srinagar, Visakhapatnam. Distance approx 3.7 km. Rapido bike is fastest for emergencies. Auto and cab available throughout the day."
